scene_key,label,collision_timestep,source_file,adv_idx
scene-0650_ego_0_ctrl_[16]_0,1,13,/mnt/e/Project/datasets/trajectories/case2_filtered_visualized/case1_p1_StrivePolicy_trajdata/data.hdf5,16
scene-0656_ego_0_ctrl_[11]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_filtered_visualized/case1_p1_StrivePolicy_trajdata/data.hdf5,11
scene-0302_ego_0_ctrl_[13]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,13
scene-0393_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,4
scene-0398_ego_0_ctrl_[12]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,12
scene-0447_ego_0_ctrl_[10]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,10
scene-0448_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,1
scene-0450_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,6
scene-0453_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,4
scene-0461_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,4
scene-0464_ego_0_ctrl_[12]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,12
scene-0465_ego_0_ctrl_[14]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,14
scene-0479_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,7
scene-0500_ego_0_ctrl_[14]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,14
scene-0501_ego_0_ctrl_[12]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,12
scene-0508_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,2
scene-0509_ego_0_ctrl_[11]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,11
scene-0518_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,4
scene-0531_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p0_StrivePolicy_trajdata/data.hdf5,5
scene-0414_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,4
scene-0420_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,5
scene-0423_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,3
scene-0425_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0426_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,5
scene-0851_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0853_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0854_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,7
scene-0855_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,9
scene-0860_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0861_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0945_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,1
scene-0949_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0953_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0955_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0957_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,9
scene-0958_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,6
scene-0959_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0961_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0975_ego_0_ctrl_[5]_0,1,40,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,5
scene-0978_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,1
scene-0989_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,7
scene-0991_ego_0_ctrl_[15]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,15
scene-0998_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p4_StrivePolicy_trajdata/data.hdf5,1
scene-0067_ego_0_ctrl_[8]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,8
scene-0069_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,2
scene-1006_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,1
scene-1007_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,7
scene-1018_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,9
scene-1023_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,2
scene-1045_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,2
scene-1046_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,1
scene-1048_ego_0_ctrl_[18]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,18
scene-1077_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,9
scene-1080_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,1
scene-1084_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,9
scene-1086_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,2
scene-1096_ego_0_ctrl_[10]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,10
scene-1097_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,4
scene-1100_ego_0_ctrl_[10]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,10
scene-1109_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,1
scene-1110_ego_0_ctrl_[16]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p5_StrivePolicy_trajdata/data.hdf5,16
scene-0001_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,2
scene-0005_ego_0_ctrl_[10]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,10
scene-0019_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,1
scene-0020_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,2
scene-0021_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,4
scene-0025_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,1
scene-0031_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,1
scene-0054_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,4
scene-0126_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,1
scene-0127_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,6
scene-0134_ego_0_ctrl_[8]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,8
scene-0135_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,6
scene-0151_ego_0_ctrl_[14]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,14
scene-0154_ego_0_ctrl_[3]_0,1,53,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,3
scene-0295_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,6
scene-0296_ego_0_ctrl_[3]_0,1,30,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,3
scene-0300_ego_0_ctrl_[11]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p7_StrivePolicy_trajdata/data.hdf5,11
scene-0221_ego_0_ctrl_[8]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,8
scene-0276_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,6
scene-0344_ego_0_ctrl_[8]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,8
scene-0794_ego_0_ctrl_[11]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,11
scene-0795_ego_0_ctrl_[33]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,33
scene-0907_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,5
scene-0911_ego_0_ctrl_[12]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,12
scene-0921_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,5
scene-0962_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,2
scene-0968_ego_0_ctrl_[11]_0,1,41,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,11
scene-0969_ego_0_ctrl_[7]_0,1,50,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,7
scene-1069_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,9
scene-1073_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_p9_StrivePolicy_trajdata/data.hdf5,4
scene-0002_ego_0_ctrl_[13]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,13
scene-0004_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0022_ego_0_ctrl_[4]_0,1,42,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,4
scene-0023_ego_0_ctrl_[1]_0,1,18,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0027_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0029_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,4
scene-0030_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0031_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0032_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0039_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0043_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0047_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0070_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,4
scene-0093_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,4
scene-0099_ego_0_ctrl_[9]_0,1,44,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,9
scene-0102_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0103_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0104_ego_0_ctrl_[7]_0,1,57,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,7
scene-0105_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,9
scene-0130_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0134_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,4
scene-0135_ego_0_ctrl_[7]_0,1,72,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,7
scene-0161_ego_0_ctrl_[19]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,19
scene-0163_ego_0_ctrl_[10]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,10
scene-0164_ego_0_ctrl_[8]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,8
scene-0165_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0166_ego_0_ctrl_[5]_0,1,54,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0167_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0170_ego_0_ctrl_[12]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,12
scene-0171_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0172_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0175_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0176_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0177_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0178_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,4
scene-0179_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0182_ego_0_ctrl_[2]_0,1,86,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0183_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0190_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0191_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0192_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0193_ego_0_ctrl_[4]_0,1,36,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,4
scene-0194_ego_0_ctrl_[5]_0,1,24,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0195_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0196_ego_0_ctrl_[1]_0,1,95,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0199_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0200_ego_0_ctrl_[6]_0,1,74,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,6
scene-0202_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,7
scene-0203_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0204_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,6
scene-0206_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,6
scene-0207_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,9
scene-0213_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,6
scene-0221_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,9
scene-0222_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0224_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,4
scene-0226_ego_0_ctrl_[11]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,11
scene-0227_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0228_ego_0_ctrl_[8]_0,1,36,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,8
scene-0229_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0230_ego_0_ctrl_[8]_0,1,43,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,8
scene-0268_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0274_ego_0_ctrl_[1]_0,1,73,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0275_ego_0_ctrl_[3]_0,1,51,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0277_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0278_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0289_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,6
scene-0293_ego_0_ctrl_[6]_0,1,39,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,6
scene-0294_ego_0_ctrl_[2]_0,1,41,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0298_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0299_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0300_ego_0_ctrl_[7]_0,1,93,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,7
scene-0301_ego_0_ctrl_[1]_0,1,18,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0302_ego_0_ctrl_[11]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,11
scene-0303_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0304_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0305_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0315_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0317_ego_0_ctrl_[2]_0,1,22,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0318_ego_0_ctrl_[5]_0,1,72,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0324_ego_0_ctrl_[11]_0,1,76,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,11
scene-0328_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,7
scene-0329_ego_0_ctrl_[4]_0,1,21,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,4
scene-0332_ego_0_ctrl_[17]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,17
scene-0344_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,7
scene-0348_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0353_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0356_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,9
scene-0363_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0368_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0374_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0375_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
scene-0391_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0392_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,7
scene-0393_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,6
scene-0395_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,7
scene-0396_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0399_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,7
scene-0401_ego_0_ctrl_[5]_0,1,75,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,5
scene-0402_ego_0_ctrl_[3]_0,1,20,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,3
scene-0403_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,1
scene-0405_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5,2
